La Macelleria Di Barichello Paolo\Via Roma, 5, 31030 Altivole TV\\349 212 9803\\TV\
Cantine Introvigne - Vini e Spumanti\Via del Lavoro, 65/67, 31013 Codognè TV\http://www.cantineintrovigne.com/\0438 470327\info@cantineintrovigne.com\TV\
Zanette 2000 Di Zanette Lorenzo Macelleria\Via Levada, 16, 31010 Godega di Sant'Urbano TV\\0438 794105\\TV\
Antonella Salumi e Formaggi di Ceotto Antonella\Piazza Vittorio Emanuele, 33, 31028 Vazzola TV\\\\TV\
IperTosano Colle Umberto\Via Calate, 12, 31014 Colle Umberto TV\http://www.supertosano.com/\0438 394841\toscas@supertosano.com tospra@supertosano.com tosfer@supertosano.com tosthi@supertosano.com tosorz@supertosano.com toscos@supertosano.com tosumb@supertosano.com tosano@supertosano.com tosjes@supertosano.com toscur@supertosano.com tosmnt@supertosano.com tosbov@supertosano.com toscer@supertosano.com cesti@supertosano.com tosmaz@supertosano.com toscor@supertosano.com toscst@supertosano.com tosvag@supertosano.com tosleg@supertosano.com tosmgl@supertosano.com tosped@supertosano.com\TV\
De Filippo Prodotti&Delizie dalla Puglia\Via G. Verdi, 14, 31014 Mescolino-minelle TV\\338 980 5554\\TV\
Supermercati Tosano Cerea S.r.l.\Via Calate, 13, 31014 Colle Umberto TV\https://www.supertosano.com/\0438 394841\toscas@supertosano.com tospra@supertosano.com tosfer@supertosano.com tosthi@supertosano.com tosorz@supertosano.com toscos@supertosano.com tosumb@supertosano.com tosano@supertosano.com tosjes@supertosano.com toscur@supertosano.com tosmnt@supertosano.com tosbov@supertosano.com toscer@supertosano.com cesti@supertosano.com tosmaz@supertosano.com toscor@supertosano.com toscst@supertosano.com tosvag@supertosano.com tosleg@supertosano.com tosmgl@supertosano.com tosped@supertosano.com\TV\
Margherita Srl\31014 Colle Umberto TV\\\\TV\
Supermercato CRAI Colle Umberto\Via Vittorio Veneto, 17, 31014 San Martino TV\https://www.crai-supermercati.it/punti-vendita/pdv.php?id=149\0438 500484\\TV\
Za Macelleria Salumeria\Via G. Matteotti, 24, 31015 Conegliano TV\\\\TV\
Salumeria Macelleria Steakhouse di Reziere Domenico\Via Nubie, 3/B, 31053 Pieve di Soligo TV\\0438 82352\\TV\
Macelleria Eredi Covre Giorgio S.N.C.\Via Perosa, 16, 31010 Godega di Sant'Urbano TV\https://www.macelleriacovre.it/\0438 388273\react-dom@16.14.0 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com core-js-bundle@3.2.1 react@16.14.0 focus-within-polyfill@5.0.9 8c4075d5481d476e945486754f783364@sentry.io carnesanacovre@gmail.com lodash@4.17.21 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com\TV\
Salumeria Marcon\Str. delle Bruscole, 11, 31015 Conegliano TV\\0438 788095\\TV\
Salumificio M. Brugnolo Srl\Via Venezia, 15, 35010 Perarolo di Vigonza PD\http://www.salumificiobrugnolo.it/\049 893 4222\\PD\
Salumificio Il Colle\Via Creta, 64, 29010 Vicobarone PC\https://www.valtidonesalumi.com/\0523 868121\info@valtidonesalumi.com valtidonespa@legalmail.it\PC\
Macelleria Torresan Roberto & C.\Via Livello, 3/A, 31050 Ponzano Veneto TV\http://www.salumitorresan.it/\346 536 1958\\TV\
Salumi De Stefani Srl\Str. di Guia, 31, 31049 Valdobbiadene TV\https://www.salumidestefani.it/\0423 901065\\TV\
Macello e Macelleria Zambon F.lli\Via Cal Larga, 18, 31020 San Fior di Sotto TV\\335 527 3490\\TV\
Macelleria Salumeria Di Pianca Adar\Via Duca D'Aosta, 25, 31028 Vazzola TV\https://www.facebook.com/macelleriasalumeriadipiancaadar\0438 196 1000\\TV\
Michielin Az. Agricola\31035 Crocetta del Montello TV\\349 263 5984\\TV\
Macelleria Salumeria Centro Carni Berlese (S.A.S.)\Via dei Cappellari, 14, 31018 Gaiarine TV\\0434 758890\\TV\
Adiuvas srls\Via Costa Rive, 52A, 31029 Vittorio Veneto TV\http://www.adiuvas.org/\388 838 5555\dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com react-dom@16.14.0 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com core-js-bundle@3.2.1 react@16.14.0 c183baa23371454f99f417f6616b724d@sentry.wixpress.com focus-within-polyfill@5.0.9 8c4075d5481d476e945486754f783364@sentry.io adiuvas@adiuvas.org lodash@4.17.21 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com\TV\
Macelleria, Salumeria Al Becher Di Bernardi Gianluca\Piazza Papa Luciani, 7, 31020 Corbanese TV\\0438 933153\\TV\
La Macelleria di Zaia e Tomasella\Via XXIV Maggio, 18/A, 31015 Conegliano TV\\0438 23109\\TV\
Macelleria Montagner N. & C.\Piazzale S. Martino, 9, 31015 Conegliano TV\https://www.instagram.com/macelleriamontagner/\0438 22119\\TV\
Roma Gianfranco Specialit per La Ristorazione\Via Maggiore G. Piovesana, 146, 31015 Conegliano TV\http://www.romagianfranco.com/\0438 412253\info@romagianfranco.com\TV\
Bottega della Carne\Via Ortigara, 127, 31015 Conegliano TV\\0438 60148\\TV\
Gastronomia Stabile a 180\Viale Italia, 15, 31015 Conegliano TV\\339 436 9480\\TV\
Macelleria Zambon Alvaro\Via G. Matteotti, 24, 31015 Conegliano TV\https://www.facebook.com/macelleriazambon/\0438 22419\\TV\
Le mannaie -Bekeria-\Via Camillo Benso Conte di Cavour, 37, 31015 Conegliano TV\\\\TV\
Macelleria Rangrazio\Via Daniele Manin, 39/e, 31015 Conegliano TV\https://www.macelleriarangrazio.it/\0438 62952\massimo.rangrazio@gmail.com\TV\
Saccon Danilo\Via Santa Caterina da Siena, 9, 31015 Conegliano TV\\0438 370334\\TV\
Macelleria Zambon Edoardo & C. S.n.c.\Via Immacolata di Lourdes, 10, 31015 Conegliano TV\\0438 24249\\TV\
Corrocher Mariano\Via Ortigara, 144/A, 31015 Conegliano TV\https://www.corrochermariano.it/\337 492 599\sdp@simonedepaolis.it info@corrochermariano.it\TV\
El Cason della Ba Venezia\Via XX Settembre, 81, 31015 Conegliano TV\http://www.trattoriacittadivenezia.it/\0438 181 0037\Asset-2@300x.jpg Asset-3@300x-768x256.png Asset-3@300x.png ristorantecittadivenezia@gmail.com Asset-3@300x-1024x342.png Asset-2@300x-768x129.jpg Asset-3@300x-300x100.png Asset-2@300x-300x50.jpg\TV\
Latteria di Conegliano\Via M. Giunti, 18, 31015 Conegliano TV\\0438 60777\\TV\
Il Golosone di Christian Weger\Viale L. Spellanzon, 76, 31015 Conegliano TV\\\\TV\
Panificio Pellegrinet\Via Ortigara, 42, 31015 Conegliano TV\\0438 61005\\TV\
ALDI Conegliano Veneto\Via S. Giuseppe, 27/A, 31015 Conegliano TV\https://www.aldi.it/it/trova-il-punto-vendita/aldi-treviso/aldi-conegliano-veneto.html?pk_campaign=GMB&pk_source=google\800 370 370\\TV\
Le Gout Rosticceria\Viale Istria, 45, 31015 Conegliano TV\http://legoutrosticceria.interviewforwork.it/\0438 31995\LEGOUT.ROSTICCERIA@GMAIL.COM LEGOUTROSTICCERIA@GMAIL.COM\TV\
Winner x Eat's Conegliano\Via Cesare Battisti, 5R, 31015 Conegliano TV\https://supermercatiwinner.it/conegliano/\0438 61996\supermercati@alicomwinner.it\TV\
Remo  Gastronomia & Cucina\Via Monticano, 12A, 31015 Conegliano TV\\389 044 4033\\TV\
Cadoro Supermercati - Conegliano\Via Fabio Filzi, 40/42, 31015 Conegliano TV\https://www.cadoro.it/punti-vendita/conegliano\0438 418301\\TV\
La bottega di Roma Gianfranco\Viale XXIV Maggio, 137, 31015 Conegliano TV\\0438 184 1292\\TV\
MD S.p.A.\Via Padova, 96, 31015 Conegliano TV\https://www.mdspa.it/punti-vendita/Veneto/TV-Treviso/786-CONEGLIANO\320 718 9367\\TV\
Uwaigboe Ebuwa\Via Adolfo Vital, 13, 31015 Conegliano TV\\0438 35705\\TV\
Scott supermercati\Via Immacolata di Lourdes, 150, 31015 Conegliano TV\http://supermercatiscotta.it/\0438 191 8051\email@example.com\TV\
Prodotti tipici Veneti  Salumi veneti  La fattoria di Michele Cordignano\Via Isonzo, 13, 31016 Cordignano TV\\347 975 6163\\TV\
Dama Bianca Di Bitto E Zilio Veronica E C. S.n.c.\Via Roma, 20, 31016 Cordignano TV\\0438 998252\\TV\
Macelleria Braido Luigi Snc Di Braido Cirillo & C.\Via Roma, 33, 31016 Cordignano TV\\0438 999084\\TV\
Tonon Giorgio & C. S.N.C.\Piazza Italia, 33, 31016 Cordignano TV\\0438 998450\\TV\
Macelleria Dal Cin di Dal Cin Guido & C. S.n.c.\Piazza Italia, 31, 31016 Cordignano TV\\0438 998378\\TV\
a o, SVELTO A&O CORDIGNANO (TV)\Via Piave, 3, 31016 Cordignano TV\https://www.aeo.it/punti-vendita/Veneto/svelto-aeo-cordignano\800 992 992\svelto-aeo-logo@2x.png\TV\
Cordignano\Via Pasubio Nord, 1, 31016 Cordignano TV\\0438 999224\\TV\
MAXI srl - Barazza Marco\Via Piave, 3, 31016 Cordignano TV\\351 903 3671\\TV\
Supermercato A&O Cordignano\Via Isonzo, 1, 31016 Cordignano TV\https://www.aeo.it/punti-vendita/Veneto/supermercato-aeo-cordignano\0438 995594\super-aeo-logo@2x.png\TV\
Market Rita\Piazza IV Novembre, 6, 31016 Cordignano TV\https://market-rita.business.site/?utm_source=gmb&utm_medium=referral\\\TV\
Cordignano  CONSORZIO AGRARIO di TREVISO e BELLUNO\Via Isonzo, 22, 31016 Cordignano TV\https://www.consorzioagrariotreviso.it/\0422 952818\\TV\
Dpi\Via Piave, 3, 31016 Cordignano TV\http://www.d-piu.com/\351 903 3671\\TV\
Ex Salumificio.\Via XXX Aprile, 31041 Cornuda TV\\\\TV\
Carnydea\10/12, Piazza D. Orazio Mondin, 31040 Cornuda TV\https://carnydeagroup.wixsite.com/website\0423 83428\88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com react-dom@16.14.0 core-js-bundle@3.2.1 react@16.14.0 carnydeagroup@gmail.com focus-within-polyfill@5.0.9 8c4075d5481d476e945486754f783364@sentry.io baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com lodash@4.17.21 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com\TV\
Rosticceria Bolzonello di Bolzonello Luciana\Via Franzoia, 12, 31041 Cornuda TV\\0423 83605\\TV\
Cadoro Supermercati - Cornuda\Via dell'Industria, 23/25, 31041 Cornuda TV\https://www.cadoro.it/punti-vendita/cornuda\0423 638360\\TV\
Moretto Alimentari\Via S. Vettore, 4, 31041 Cornuda TV\https://www.crai-supermercati.it/punti-vendita/index.php?cap=&provincia=Treviso\0423 83166\\TV\
Az. Agr. Col dei Laghetti\Via Erizzo, 15, 31035 Crocetta del Montello TV\https://col-dei-laghetti.business.site/\348 759 8460\\TV\
SALUMIFICIO SPADER\Via Europa Unita, 13, 31010 Mosnigo TV\https://salumificio-spader.business.site/\0438 189 5591\\TV\
Macelleria Noal S.a.s Di Noal Renato & c.\Via Giovanni, Via Fantin, 37, 31035 Crocetta del Montello TV\\0423 868328\\TV\
Salumi e Formaggi Torresan Roberto & C.\Via Erizzo, 52, 31030 Crocetta del Montello TV\https://www.salumitorresan.it/\338 696 4130\\TV\
Macelleria da Robert\Via del Sole, 31, 31010 Farra di Soligo TV\https://www.facebook.com/bortolin.robert/\0438 801328\\TV\
Macelleria Amica di Barattin Daniele\Via dei Colli 46 Frazione Soligo, 31010 Farra TV\\0438 981142\\TV\
Berton Anna\Via S. Rocco, 16, 31010 Farra di Soligo TV\\0438 801262\\TV\
Azienda agricola damuzzo luca\Via Canal Nuovo, 31010 Farra di Soligo TV\\346 513 5004\\TV\
Supermercato Rosa Col San Martino CRAI\Via Brigata Mazzini, 67, 31010 Farra di Soligo TV\http://www.rosasupermercati.it/\0438 898282\miane@rosasupermercati.it farra@rosasupermercati.it info@rosasupermercati.it barbisano@rosasupermercati.it colsanmartino@rosasupermercati.it crocetta@rosasupermercati.it\TV\
Supermercato Rosa Farra di soligo CRAI\Via Patrioti, 27, 31010 Farra di Soligo TV\http://www.rosasupermercati.it/\0438 801679\miane@rosasupermercati.it farra@rosasupermercati.it info@rosasupermercati.it barbisano@rosasupermercati.it colsanmartino@rosasupermercati.it crocetta@rosasupermercati.it\TV\
Az. Agr. Bressan Daniele\Via S. Rocco, 18, 31010 Farra di Soligo TV\http://www.bressandaniele.it/\347 110 4124\INFO@BRESSANDANIELE.IT info@bressandaniele.it\TV\
Macelleria Salumeria La Bella di Padoin Daniele\Via Ligonto, 30, 31051 La Bella-ligonto TV\\0438 971324\\TV\
Supermercato Eurospar Farra di Sol.\Via Antonio Bellucci, 6, 31010 Farra di Soligo TV\https://www.despar.it/it/punto-vendita-eurospar/113/farra-di-soligo/\0438 841788\\TV\
Lidl\Via Antonio Bellucci, 7, 31010 Farra di Soligo TV\https://www.lidl.it/\800 480 048\\TV\
Cantina Posmon Di Luciano Carpene'\Via Castelletto, 123, 31010 Farra di Soligo TV\\0438 898132\\TV\
Macelleria bazar marrakech\Via Gaetano Schiratti, 54, 31053 Pieve di Soligo TV\\333 867 3598\\TV\
Azienda Agricola Le Volpere - VITICOLTORI DI PENDIO -\Via Ugo Cecconi, 13, 31010 Farra di Soligo TV\https://www.levolpere.it/\0438 801204\info@levolpere.it\TV\
Bar alla Posta\Via Patrioti, 46, 31010 Farra di Soligo TV\https://www.facebook.com/barallaPostaFarradiSoligo/\349 889 8014\\TV\
Azienda Agricola Soligo - Nardi Giordano\Via Piave, 13, 31010 Farra di Soligo TV\http://www.nardigiordano.com/\0438 82458\info@nardigiordano.com\TV\
La Vinai\Via Vinai, 8, 31010 Farra di Soligo TV\http://www.lavinai.it/\339 664 9611\info@lavinai.it\TV\
Macelleria Gastronomia Camilli\Via G. Marconi, 1, 31020 Sernaglia della Battaglia TV\\0438 966647\\TV\
Damuzzo Rino\Via M. Grappa, Barbisano, TV 31053, 31053 Pieve di Soligo TV\\0438 840051\\TV\
Minimarket De Noni sas\Via Luigi Pilla, 11, 31053 Pieve di Soligo TV\https://minimarket-de-noni-sas.business.site/?utm_source=gmb&utm_medium=referral\0438 82302\\TV\
La Farra\Via S. Francesco, 44, 31010 Farra di Soligo TV\http://www.lafarra.it/\0438 801242\info@lafarra.it\TV\
CANTINA RIVA GRANDA SOC.AG. S.S. Valdobbiadene Prosecco Superiore Winery\Via Canal Vecchio, 5/A, 31010 Farra di Soligo TV\http://www.proseccorivagranda.it/\333 461 8684\INFO@PROSECCORIVAGRANDA.IT\TV\
La Botga -salumi, formaggi,prodotti tipici-\Strada S. Pietro, 53, 31049 Valdobbiadene TV\\0423 972874\\TV\
Villa Maria Spumanti - Prosecco Superiore\Via S. Francesco, 15, 31010 Farra di Soligo TV\http://www.villamaria-spumanti.it/\0438 801121\info@villamaria-spumanti.it\TV\
Le Rive de Nadal\Via dei Cavai, 42, 31010 Farra di Soligo TV\http://www.lerivedenadal.com/\320 577 7661\info@lerivedenadal.com ristoro@lerivedenadal.com\TV\
Pianeta Alimentare S.R.L.\Via Monte Grappa, 33/35, 31020 Vidor TV\http://www.pianetalimentare.com/\0423 987151\info@pianetalimentare.it amministrazione@pianetalimentare.it\TV\
Dalle Nogare Prodotti Tipici\g. di, Via Giovanni Poli, 19, 36062 Fontanelle VI\https://www.formaggidallenogare.com/\0424 427154\\VI\
Macelleria Terre Venete Fontane di Cendron Aldo & Figlio\Via Fontane, 80, 31020 Lancenigo TV\\0422 184 7062\\TV\
El Casoin Di Tommasini Antonietta & C. S.a.s.\Via Roma, 384, 31043 Fontanelle TV\\0422 757587\\TV\
Salumeria Fontanella Di Fontanella Andrea\Via XXV Aprile, 3, 29010 Villanova sull'Arda PC\\0523 837331\\PC\
Br Del Gallo\Str. Quarta, 17, 43010 Fontanelle PR\http://bredelgallo.it/\0521 370044\\PR\
Centro Carni Brugnera Snc - macelleria salumeria bovina, suina, equina\Via Roma, 489, 31043 Lutrano TV\http://www.ccbrugnera.it/\0422 757321\\TV\
Fontanella Salumeria\84092 Bellizzi SA\\\\SA\
L' Angolo della frutta\Via Roma, 241, 31043 Fontanelle TV\https://www.angolodellafruttadama.it/\0422 809393\info@angolodellafruttadama.it da.ma.sas.dd@legalmail.it\TV\
Antica Bottega Delle Fontane\Piazza delle Fontane, 9, 83020 Taurano AV\\\\AV\
Salumificio Giovanni Fontana SRL\Via Schiavin, 9, 35042 Este PD\http://salumificiofontana.it/\0429 2164\\PD\
Attilio Fontana Prosciutti\Via Campana, 8, 35044 Montagnana PD\http://www.fontanaprosciutti.it/\0429 81010\info@fontanaprosciutti.it\PD\
Salumificio Pedrazzoli\Via S. Giovanni, 16/A, 46020 San Giovanni del Dosso MN\http://www.salumificiopedrazzoli.it/\0386 757332\\MN\
Salumificio I Malafronte\Via Enrico Mattei, 1/c, 44011 Consandolo FE\https://www.imalafronte.it/\0532 858307\commerciale@imalafronte.it\FE\
Macelleria Segabinazzi\Via Fontanelle, 5, 37020 Belluno Veronese VR\\045 723 0005\\VR\
Vendita generi alimentari\\\333 707 7439\\\
Fontana Ermes SpA\Via S. Vitale, 12, 43038 Sala Baganza PR\http://www.ermesfontana.it/\0521 335811\fontana@pec.ermesfontana.it info@ermesfontana.it\PR\
Da Fabri\Via Santuario, 118, 12012 Boves CN\\340 422 5876\\CN\
Soncini Gladis\Str. Padana, 26, 43010 Roccabianca PR\\0521 876230\\PR\
Fioramonti Gianluca\Via Mons. G. Gava, 4, 31043 Fontanelle TV\https://www.lartedelbuffet.it/contatti/\0422 749755\info@lartedelbuffet.it\TV\
Salvucci Carni Srl\Via della Fontanella, 1, 62012 Civitanova Marche MC\\0733 784170\\MC\
Fontanella\\https://www.gruppofontanellaspa.it/\081 506 0259\\\
Macelleria Salumeria Andrea e Monica - L'Angolo Del Pronto Cuocere\Viale Puglia, 34, 47838 Riccione RN\\0541 691356\\RN\
Fontanella Group S.R.L.\Via Arco Sant'Antonio, 10, 80014 Giugliano in Campania NA\https://www.old.gruppofontanellaspa.it/\081 330 0269\amministrazione@old.gruppofontanellaspa.it\NA\
Coop\Strada Regionale 429 di Val d'Elsa, 496, 50053 Sant'Andrea-fontanella FI\https://www.coop.it/scegli-il-tuo-negozio/negozi-e-promozioni/3162\0571 582018\\FI\
Salumificio Toscano Piacenti SpA\Via Fonte di Campaino, 16, 53037 Badia A Elmi SI\http://www.piacenti.com/\0577 944786\info@piacenti.com\SI\
Macelleria Salumi\44021 Codigoro FE\\\\FE\
Macelleria Lettieri Salumificio\SS166, 84069 Fonte SA\\\\SA\
Bresolin Mario - Alimentari CRAI tradizionale\Piazza S. Pietro, 4, 31010 Fonte Alto TV\http://www.crai-supermercati.it/ama/punti-vendita/pdv.php?id=744\0423 946009\\TV\
Az. Agricola De Panni Attilio\Via Signoria, 20, 31010 Fonte TV\\348 304 8310\\TV\
La Fonte Dei Salumi\Via Pompeo Magno, 27, 80125 Napoli NA\\\\NA\
Norcineria Ranieri Lavorazione Carni Suine\Via Nomentana, 532, 00013 Fonte Nuova RM\https://www.norcineriaranieri.it/\06 905 6243\\RM\
Spaccio Carni Tonin con Gastronomia\Via Roma, 2, 31010 Oné TV\\379 177 0263\\TV\
La Fonte Dei Formaggi Coletta Persico S.n.c.\Viale Cavalleggeri D'Aosta, 54, 80124 Napoli NA\\081 036 1994\\NA\
Alibrandi Lavorazioni Carni Srl\Via dei Platani, 9, 00013 Tor Lupara RM\https://alibrandicarni.it/\06 905 9022\\RM\
Salumi E Formaggi\17047 Vado Ligure SV\\\\SV\
Specialit di Parma\Via Fonte Buono, 116/118, 00142 Roma RM\https://specialitadiparma.com/\393 667 0667\info@specialitadiparma.com\RM\
La Fonte del Parmigiano\Via Colonne, 102, 80014 Giugliano in Campania NA\https://www.facebook.com/La-Fonte-Del-Parmigiano-Di-Padriciello-Aniello-105586064467873/\327 565 3794\\NA\
La Fonte Delle Carni Soc. Coop.\Via Pennina, 4, 02100 Rieti RI\\0746 203635\\RI\
